methane,air_quality,temperature,humidity,risk
539,494,29,55,High Risk
483,361,24,34,Warning
741,268,29,58,Warning
385,467,28,56,Warning
57,572,38,55,Warning
408,81,36,74,Safe
864,109,29,80,Warning
596,78,26,45,Warning
510,215,29,80,Warning
317,530,27,78,High Risk
692,369,42,42,High Risk
156,165,36,64,Safe
168,355,44,33,Warning
342,485,36,34,Warning
913,354,38,31,High Risk
556,77,33,56,Warning
437,278,20,65,Warning
693,552,41,67,Critical
750,390,45,60,High Risk
905,311,20,46,High Risk
204,400,33,64,Warning
489,102,45,68,Warning
962,448,35,49,High Risk
562,398,34,56,High Risk
619,333,33,85,Warning
402,264,27,86,Warning
901,463,26,58,High Risk
805,251,45,60,High Risk
335,520,37,42,High Risk
958,507,34,56,Critical
299,328,27,57,Warning
330,594,31,33,High Risk
883,327,29,76,High Risk
363,71,27,52,Safe
564,455,45,52,High Risk
142,349,39,64,Safe
816,65,29,66,Warning
814,433,40,56,High Risk
474,484,43,64,High Risk
774,201,20,70,High Risk
766,181,21,66,Warning
624,419,31,68,High Risk
468,56,31,73,Safe
761,221,30,66,High Risk
701,300,32,71,Warning
780,397,23,46,High Risk
537,245,40,30,Warning
890,396,27,66,High Risk
374,547,39,34,High Risk
228,316,43,60,Warning
239,461,29,70,Warning
573,103,35,87,Warning
413,90,34,61,Safe
786,317,42,43,High Risk
319,297,27,58,Warning
927,313,44,69,High Risk
959,310,36,91,High Risk
197,522,31,48,Warning
770,190,32,43,Warning
944,600,38,63,Critical
499,325,41,78,Warning
166,558,27,43,Warning
886,73,31,55,Warning
94,490,37,43,Warning
756,381,44,75,Critical
424,547,42,68,High Risk
331,358,39,35,Warning
157,257,32,84,Safe
400,379,42,92,High Risk
201,81,35,64,Safe
414,288,29,32,Warning
106,505,30,56,Warning
83,180,39,62,Safe
602,114,23,41,Warning
453,385,28,77,Warning
87,284,32,36,Safe
997,180,32,60,Warning
861,94,45,41,High Risk
543,500,22,55,High Risk
181,272,37,31,Safe
393,314,28,84,Warning
418,291,20,33,Warning
103,206,35,62,Safe
985,326,40,76,High Risk
624,445,35,51,High Risk
891,301,45,68,High Risk
643,111,28,55,Warning
967,76,45,79,High Risk
340,189,30,47,Safe
901,263,38,76,High Risk
217,514,40,44,Warning
358,145,23,95,Warning
105,255,21,50,Safe
323,308,34,56,Warning
758,539,28,78,Critical
786,597,23,73,Critical
589,272,39,61,Warning
513,182,27,39,Warning
505,452,41,75,High Risk
625,129,23,43,Warning
902,405,28,64,High Risk
402,523,39,47,High Risk
483,419,34,35,Warning
185,297,36,36,Safe
306,155,36,75,Safe
177,148,43,56,Safe
755,243,30,80,High Risk
277,394,28,76,Warning
417,382,25,50,Warning
987,300,26,66,High Risk
424,482,35,75,Warning
857,339,32,39,High Risk
306,103,39,42,Safe
766,391,30,44,High Risk
651,439,23,50,High Risk
557,342,28,53,Warning
166,551,37,35,Warning
179,84,34,31,Safe
688,141,42,63,Warning
957,359,45,57,Critical
339,508,25,91,High Risk
293,123,21,32,Safe
522,437,43,52,High Risk
92,476,42,43,Warning
813,481,45,92,Critical
693,499,41,41,High Risk
259,526,38,54,High Risk
831,531,24,44,Critical
207,291,34,33,Safe
530,556,33,76,High Risk
278,213,22,86,Warning
634,156,44,43,Warning
283,204,28,65,Warning
992,255,20,55,High Risk
422,220,36,57,Warning
635,329,45,58,High Risk
482,459,31,39,Warning
812,202,41,69,High Risk
340,110,20,61,Safe
653,595,24,49,High Risk
810,503,30,54,Critical
224,369,45,49,Warning
643,76,22,43,Warning
53,284,35,54,Safe
415,434,31,34,Warning
336,158,28,31,Safe
672,321,25,83,Warning
937,65,23,93,High Risk
873,402,35,86,Critical
390,131,44,93,Warning
594,500,32,57,High Risk
91,387,23,82,Warning
159,572,31,84,Warning
463,584,25,61,High Risk
772,272,21,78,High Risk
415,223,36,72,Warning
808,287,25,84,High Risk
692,538,33,48,High Risk
633,552,34,67,High Risk
851,364,45,56,Critical
315,360,25,51,Warning
893,70,24,38,Warning
273,438,26,46,Warning
403,259,41,89,High Risk
500,447,37,44,Warning
53,393,40,92,Warning
576,520,41,83,Critical
188,336,33,94,Warning
462,465,41,87,High Risk
434,93,41,62,Warning
282,182,21,51,Safe
387,288,40,40,Warning
153,255,37,83,Safe
688,167,38,94,Warning
52,493,25,56,Warning
985,264,32,52,High Risk
971,51,20,73,Warning
678,367,30,92,High Risk
414,485,21,85,Warning
990,278,33,33,High Risk
662,395,26,67,High Risk
838,493,44,74,Critical
850,419,21,55,High Risk
252,508,44,56,High Risk
163,198,21,81,Safe
142,192,45,60,Safe
781,258,41,62,High Risk
791,376,20,86,Critical
858,352,28,60,High Risk
89,399,30,70,Warning
191,365,41,52,Warning
135,70,29,77,Safe
139,523,30,83,Warning
905,239,20,80,High Risk
909,473,41,76,Critical
175,561,22,48,Warning
461,432,25,95,High Risk
986,393,30,81,High Risk
93,342,29,95,Warning
221,326,20,80,Safe
980,569,23,59,Critical
535,324,31,49,Warning
474,305,42,84,Warning
379,397,45,67,High Risk
956,104,22,52,Warning
431,221,32,47,Warning
754,193,41,50,High Risk
681,437,39,41,High Risk
357,145,36,47,Safe
932,574,25,56,Critical
499,128,40,50,Safe
297,214,37,94,Warning
326,465,31,50,Warning
269,158,41,90,Warning
456,99,44,35,Warning
964,173,43,84,High Risk
696,584,24,90,Critical
975,88,40,63,Warning
238,536,31,52,Warning
556,65,20,74,Warning
751,439,23,71,High Risk
604,60,23,92,Warning
87,255,38,89,Warning
733,122,25,84,Warning
254,106,31,63,Safe
538,149,39,70,Warning
692,522,30,95,Critical
558,417,39,51,High Risk
575,458,45,75,High Risk
430,268,38,92,Warning
784,190,34,60,Warning
717,344,33,40,Warning
636,133,34,82,Warning
545,472,37,31,High Risk
577,85,37,79,Warning
812,246,39,84,High Risk
286,600,31,35,High Risk
858,330,32,34,High Risk
256,464,24,52,Warning
865,486,34,35,High Risk
728,566,44,56,Critical
822,286,42,67,High Risk
888,125,30,54,Warning
139,104,36,30,Safe
930,69,43,69,High Risk
869,204,20,48,High Risk
465,141,37,82,Safe
526,191,38,31,Warning
697,515,31,77,High Risk
987,590,33,67,Critical
887,535,28,93,Critical
503,186,22,39,Warning
768,432,32,50,High Risk
748,127,20,52,Warning
775,566,43,79,Critical
980,310,36,44,High Risk
858,138,21,55,Warning
998,426,30,70,High Risk
742,98,45,64,Warning
873,80,32,51,Warning
733,62,41,37,Warning
561,231,26,65,Warning
999,367,33,56,High Risk
988,299,39,82,High Risk
840,420,20,35,High Risk
703,252,30,89,High Risk
132,310,35,79,Safe
737,247,20,46,Warning
551,205,26,56,Warning
622,125,27,94,Warning
358,276,25,54,Warning
161,74,33,58,Safe
554,207,28,30,Warning
291,152,21,76,Safe
213,131,43,91,Warning
268,173,43,50,Warning
736,459,40,57,High Risk
416,590,36,91,High Risk
807,353,29,60,High Risk
275,411,29,90,High Risk
807,322,28,38,High Risk
525,82,36,56,Warning
570,460,43,30,High Risk
319,423,29,58,Warning
326,80,44,43,Warning
631,442,32,52,High Risk
841,291,39,69,High Risk
806,178,30,66,Warning
326,514,37,49,High Risk
342,411,42,86,High Risk
942,180,22,63,Warning
537,512,23,91,Critical
867,127,24,62,Warning
906,179,45,74,High Risk
480,300,38,77,Warning
976,117,44,83,High Risk
122,99,28,72,Safe
424,464,33,45,Warning
611,438,43,39,High Risk
358,54,24,77,Safe
613,298,22,50,Warning
675,116,43,49,Warning
648,127,35,33,Warning
167,60,39,74,Safe
474,481,28,34,Warning
813,374,22,80,High Risk
886,433,30,43,High Risk
810,327,27,86,High Risk
231,68,21,30,Safe
297,97,30,41,Safe
121,328,36,52,Safe
846,122,29,90,High Risk
985,242,39,46,High Risk
767,237,41,41,High Risk
435,377,21,70,Warning
523,422,34,79,High Risk
137,350,23,67,Safe
788,486,41,36,Critical
546,163,30,65,Warning
823,427,36,49,High Risk
991,302,35,55,High Risk
257,407,41,68,High Risk
242,276,40,73,Safe
246,232,42,35,Warning
381,349,36,82,Warning
738,185,29,58,Warning
929,133,30,47,Warning
168,119,36,82,Safe
699,66,26,37,Warning
963,160,23,51,Warning
454,220,22,58,Warning
634,152,28,72,Warning
694,376,31,72,High Risk
107,528,42,34,High Risk
307,385,20,33,Warning
431,70,35,81,Safe
594,518,38,82,High Risk
227,555,20,65,Warning
631,481,23,38,High Risk
866,512,24,95,Critical
823,358,28,42,High Risk
88,561,35,91,High Risk
570,270,30,63,Warning
696,447,35,57,High Risk
100,139,37,64,Safe
657,345,38,77,Warning
653,102,24,40,Warning
367,97,44,37,Warning
784,457,37,45,High Risk
941,584,40,50,Critical
205,155,41,50,Safe
124,329,30,31,Safe
918,92,32,43,Warning
403,118,37,60,Safe
879,317,28,66,High Risk
439,486,36,70,Warning
652,173,40,30,Warning
629,370,26,53,High Risk
983,235,44,43,High Risk
922,322,31,56,High Risk
534,364,36,79,High Risk
129,156,45,77,Safe
689,80,25,85,Warning
194,233,44,40,Warning
229,582,32,91,High Risk
892,490,28,61,High Risk
654,451,37,89,High Risk
982,282,36,45,High Risk
194,289,30,89,Warning
150,321,36,43,Safe
218,400,26,49,Warning
535,192,32,44,Warning
647,444,34,88,High Risk
522,516,26,73,High Risk
990,478,21,64,High Risk
844,224,36,77,High Risk
150,341,29,41,Safe
84,265,33,59,Safe
540,525,20,30,High Risk
941,414,40,72,High Risk
346,286,37,34,Warning
307,74,41,57,Warning
181,466,41,82,Warning
912,117,35,62,Warning
959,342,42,53,High Risk
209,382,44,47,Warning
862,183,24,46,Warning
384,150,44,55,Warning
668,293,34,72,Warning
563,130,35,36,Warning
234,587,25,67,Warning
560,372,30,55,High Risk
687,462,34,43,High Risk
814,99,28,43,Warning
950,292,39,77,High Risk
74,227,21,80,Safe
273,183,27,52,Safe
333,501,26,94,High Risk
327,421,41,88,High Risk
262,336,34,53,Warning
285,402,26,67,Warning
144,505,43,92,High Risk
402,321,41,70,Warning
55,451,41,86,High Risk
533,520,44,94,Critical
205,93,30,76,Safe
378,476,36,88,High Risk
69,140,30,94,Safe
984,449,25,66,High Risk
921,122,37,66,Warning
746,116,41,53,Warning
578,577,31,64,High Risk
483,290,30,88,Warning
466,385,45,31,High Risk
301,591,35,60,High Risk
626,357,44,86,Critical
133,335,38,67,Safe
260,228,40,54,Warning
466,305,32,55,Warning
456,340,32,79,Warning
586,493,29,76,High Risk
758,537,28,85,Critical
937,356,36,82,High Risk
772,59,36,88,High Risk
845,211,29,92,High Risk
465,255,37,54,Warning
342,583,33,36,High Risk
456,429,21,90,High Risk
372,548,26,36,High Risk
224,385,24,37,Warning
386,90,41,31,Warning
121,439,32,72,Warning
334,494,29,88,High Risk
844,410,20,46,High Risk
770,243,23,85,High Risk
646,184,30,89,Warning
855,540,32,83,Critical
505,126,27,57,Warning
230,125,27,32,Safe
971,90,42,45,High Risk
652,147,30,66,Warning
642,214,30,65,Warning
463,73,32,63,Safe
276,414,20,85,Warning
572,373,33,30,High Risk
365,449,22,72,Warning
880,404,24,33,High Risk
104,213,39,32,Safe
189,270,33,35,Safe
416,539,24,68,High Risk
915,141,35,47,Warning
798,254,24,82,High Risk
141,199,21,55,Safe
872,438,45,69,Critical
620,269,20,52,Warning
872,487,34,34,High Risk
156,544,45,81,High Risk
864,219,29,64,High Risk
908,334,20,73,High Risk
387,114,45,80,Warning
604,600,30,84,High Risk
476,362,20,38,Warning
615,557,28,58,High Risk
963,221,22,72,High Risk
699,582,37,75,High Risk
104,226,40,32,Safe
617,456,20,91,High Risk
492,351,39,41,Warning
506,324,32,51,Warning
385,330,39,69,Warning
597,523,22,87,Critical
186,134,43,45,Safe
789,470,42,70,Critical
287,61,22,31,Safe
139,193,25,53,Safe
757,545,20,90,Critical
130,323,28,92,Warning
